NumeroInteraccion,TiempoReaccion,FueCorrecta,Timestamp
1,4,0000,False,2026-02-01 19:33:25
2,3,1460,False,2026-02-01 19:33:31
3,0,0000,False,2026-02-01 19:33:36
4,0,0000,False,2026-02-01 19:33:37
5,0,0000,False,2026-02-01 19:33:37
6,0,0000,False,2026-02-01 19:33:37
7,0,0000,False,2026-02-01 19:33:37
8,0,0000,False,2026-02-01 19:33:38
9,0,0000,False,2026-02-01 19:33:38
10,0,0000,True,2026-02-01 19:33:38
11,0,0000,False,2026-02-01 19:33:38
12,0,0000,False,2026-02-01 19:33:39
13,0,0000,False,2026-02-01 19:33:39
14,0,0000,False,2026-02-01 19:33:39
15,0,0000,False,2026-02-01 19:33:43
16,0,0000,False,2026-02-01 19:33:44
17,0,0000,False,2026-02-01 19:33:45
18,0,0000,False,2026-02-01 19:33:48
19,0,0000,True,2026-02-01 19:33:55
20,0,0000,False,2026-02-01 19:34:02
21,0,0000,True,2026-02-01 19:34:02
22,0,0000,False,2026-02-01 19:34:02
23,0,0000,False,2026-02-01 19:34:03
24,0,0000,False,2026-02-01 19:34:03
25,0,0000,False,2026-02-01 19:34:03
26,0,0000,False,2026-02-01 19:34:03
27,0,0000,False,2026-02-01 19:34:04
28,0,0000,False,2026-02-01 19:34:04
29,0,0000,False,2026-02-01 19:34:04
30,0,0000,False,2026-02-01 19:34:04
31,0,0000,False,2026-02-01 19:34:05
32,0,0000,False,2026-02-01 19:34:05
33,0,0000,True,2026-02-01 19:34:14
34,3,0000,False,2026-02-01 19:34:21
35,3,0000,False,2026-02-01 19:34:28
36,0,0000,True,2026-02-01 19:34:35
37,3,0000,False,2026-02-01 19:34:42
38,0,0000,False,2026-02-01 19:35:10
39,0,0000,False,2026-02-01 19:35:11
40,0,0000,False,2026-02-01 19:35:13
41,3,0000,False,2026-02-01 19:35:20
