NumeroInteraccion,TiempoReaccion,FueCorrecta,Timestamp
1,0,0000,False,2026-02-01 21:09:33
2,0,0000,False,2026-02-01 21:09:34
3,3,2983,False,2026-02-01 21:09:37
4,0,0000,False,2026-02-01 21:09:38
5,0,0000,False,2026-02-01 21:09:40
6,0,0000,False,2026-02-01 21:09:40
7,0,0000,False,2026-02-01 21:09:41
8,0,0000,False,2026-02-01 21:09:41
9,0,0000,False,2026-02-01 21:09:42
10,0,0000,False,2026-02-01 21:09:43
11,0,0000,False,2026-02-01 21:09:43
12,0,0000,False,2026-02-01 21:09:44
13,0,0000,False,2026-02-01 21:09:44
14,0,0000,False,2026-02-01 21:09:44
15,0,0000,False,2026-02-01 21:09:44
16,0,0000,False,2026-02-01 21:09:45
17,0,0000,True,2026-02-01 21:09:45
18,0,0000,False,2026-02-01 21:09:45
19,0,0000,False,2026-02-01 21:09:45
20,0,0000,False,2026-02-01 21:09:45
21,0,0000,False,2026-02-01 21:09:45
22,3,0214,False,2026-02-01 21:09:45
23,0,0000,False,2026-02-01 21:09:46
24,0,0000,False,2026-02-01 21:09:46
25,0,0000,False,2026-02-01 21:09:46
26,3,0183,False,2026-02-01 21:09:46
27,0,0000,False,2026-02-01 21:09:46
28,0,0000,False,2026-02-01 21:09:46
29,3,0160,False,2026-02-01 21:09:46
30,0,0000,True,2026-02-01 21:09:47
31,3,0136,False,2026-02-01 21:09:47
32,0,0000,True,2026-02-01 21:09:47
33,2,8671,True,2026-02-01 21:09:47
34,0,0000,False,2026-02-01 21:09:47
35,3,0112,False,2026-02-01 21:09:48
36,0,0000,False,2026-02-01 21:09:48
37,3,0105,False,2026-02-01 21:09:48
38,0,0000,False,2026-02-01 21:09:48
39,3,0099,False,2026-02-01 21:09:48
40,0,0000,False,2026-02-01 21:09:48
41,3,0093,False,2026-02-01 21:09:48
42,0,0000,False,2026-02-01 21:09:48
43,3,0088,False,2026-02-01 21:09:48
44,0,0000,False,2026-02-01 21:09:48
45,0,0000,False,2026-02-01 21:09:49
46,0,0000,True,2026-02-01 21:09:49
47,0,0000,False,2026-02-01 21:09:49
48,3,0078,False,2026-02-01 21:09:49
49,0,0000,False,2026-02-01 21:09:49
50,3,0074,False,2026-02-01 21:09:49
51,0,0000,False,2026-02-01 21:09:49
52,0,0000,True,2026-02-01 21:09:49
53,0,0000,False,2026-02-01 21:09:49
54,3,0066,False,2026-02-01 21:09:49
55,0,0000,False,2026-02-01 21:09:49
56,0,0000,False,2026-02-01 21:09:50
57,0,0000,False,2026-02-01 21:09:50
58,0,0000,False,2026-02-01 21:09:50
59,0,0000,False,2026-02-01 21:09:50
60,0,0000,False,2026-02-01 21:09:51
61,0,0000,False,2026-02-01 21:09:51
