Fecha,Usuario,Precision,TiempoPromedioReaccion,TotalErrores,TotalAciertos,TotalInteracciones,TiempoMinimo,TiempoMaximo,DesviacionEstandar,NivelAtencionFinal
2026-02-01 21:14:59,Usuario01,0,0000,0,0000,1,0,1,0,0000,0,0000,0,0000,Bajo
